timestamp,l1_bright_px,l2_bright_px,l1_triggered,l2_triggered,l1_confirmed,l2_confirmed,l1_dwell_s,l2_dwell_s,pending,count,event
1772010532.8779,49,32,0,1,0,0,42.240,1.695,0,0,L1_DWELL_SUPPRESSED
1772010532.9275,50,32,0,1,0,0,42.289,1.744,0,0,L1_DWELL_SUPPRESSED
1772010532.9781,42,33,0,1,0,0,42.340,1.795,0,0,L1_DWELL_SUPPRESSED
1772010533.0091,47,33,0,1,0,0,42.371,1.826,0,0,L1_DWELL_SUPPRESSED
1772010533.0376,46,34,0,1,0,0,42.399,1.854,0,0,L1_DWELL_SUPPRESSED
1772010533.0846,46,34,0,1,0,0,42.446,1.901,0,0,L1_DWELL_SUPPRESSED
1772010533.1751,42,34,0,1,0,0,42.537,1.992,0,0,L1_DWELL_SUPPRESSED
1772010533.2071,47,34,0,0,0,0,42.569,2.024,0,0,L2_DWELL_SUPPRESSED
1772010533.2283,46,32,0,0,0,0,42.590,2.045,0,0,L2_DWELL_SUPPRESSED
1772010533.2469,46,33,0,0,0,0,42.609,2.064,0,0,L2_DWELL_SUPPRESSED
1772010533.2980,45,33,0,0,0,0,42.660,2.115,0,0,L2_DWELL_SUPPRESSED
1772010533.3131,45,33,0,0,0,0,42.675,2.130,0,0,L2_DWELL_SUPPRESSED
1772010533.3678,45,33,0,0,0,0,42.730,2.185,0,0,L2_DWELL_SUPPRESSED
1772010533.4027,45,33,0,0,0,0,42.765,2.220,0,0,L2_DWELL_SUPPRESSED
1772010533.4664,45,33,0,0,0,0,42.828,2.283,0,0,L2_DWELL_SUPPRESSED
1772010533.5052,44,33,0,0,0,0,42.867,2.322,0,0,L2_DWELL_SUPPRESSED
1772010533.5308,44,33,0,0,0,0,42.893,2.348,0,0,L2_DWELL_SUPPRESSED
1772010533.5834,44,33,0,0,0,0,42.945,2.400,0,0,L2_DWELL_SUPPRESSED
1772010533.6150,44,33,0,0,0,0,42.977,2.432,0,0,L2_DWELL_SUPPRESSED
1772010533.6578,44,33,0,0,0,0,43.020,2.475,0,0,L2_DWELL_SUPPRESSED
1772010533.6879,44,33,0,0,0,0,43.050,2.505,0,0,L2_DWELL_SUPPRESSED
1772010533.7205,44,33,0,0,0,0,43.082,2.537,0,0,L2_DWELL_SUPPRESSED
1772010533.7726,44,33,0,0,0,0,43.134,2.589,0,0,L2_DWELL_SUPPRESSED
1772010533.8046,44,33,0,0,0,0,43.166,2.621,0,0,L2_DWELL_SUPPRESSED
1772010533.8214,44,33,0,0,0,0,43.183,2.638,0,0,L2_DWELL_SUPPRESSED
1772010533.8573,43,33,0,0,0,0,43.219,2.674,0,0,L2_DWELL_SUPPRESSED
1772010533.9097,46,33,0,0,0,0,43.272,2.727,0,0,L2_DWELL_SUPPRESSED
1772010533.9486,43,33,0,0,0,0,43.310,2.765,0,0,L2_DWELL_SUPPRESSED
1772010533.9768,46,33,0,0,0,0,43.339,2.794,0,0,L2_DWELL_SUPPRESSED
1772010534.0311,46,33,0,0,0,0,43.393,2.848,0,0,L2_DWELL_SUPPRESSED
1772010534.0854,43,33,0,0,0,0,43.447,2.902,0,0,L2_DWELL_SUPPRESSED
1772010534.1080,43,33,0,0,0,0,43.470,2.925,0,0,L2_DWELL_SUPPRESSED
1772010534.1713,43,33,0,0,0,0,43.533,2.988,0,0,L2_DWELL_SUPPRESSED
1772010534.1936,43,33,0,0,0,0,43.555,3.010,0,0,L2_DWELL_SUPPRESSED
1772010534.2476,43,33,0,0,0,0,43.609,3.064,0,0,L2_DWELL_SUPPRESSED
1772010534.2722,43,33,0,0,0,0,43.634,3.089,0,0,L2_DWELL_SUPPRESSED
1772010534.3136,43,33,0,0,0,0,43.675,3.130,0,0,L2_DWELL_SUPPRESSED
1772010534.3478,43,33,0,0,0,0,43.710,3.165,0,0,L2_DWELL_SUPPRESSED
1772010534.4122,43,33,0,0,0,0,43.774,3.229,0,0,L2_DWELL_SUPPRESSED
1772010534.4376,43,33,0,0,0,0,43.799,3.254,0,0,L2_DWELL_SUPPRESSED
1772010534.4810,43,33,0,0,0,0,43.843,3.298,0,0,L2_DWELL_SUPPRESSED
1772010534.5107,43,33,0,0,0,0,43.873,3.328,0,0,L2_DWELL_SUPPRESSED
1772010534.5442,43,33,0,0,0,0,43.906,3.361,0,0,L2_DWELL_SUPPRESSED
1772010534.5802,43,33,0,0,0,0,43.942,3.397,0,0,L2_DWELL_SUPPRESSED
1772010534.6201,43,33,0,0,0,0,43.982,3.437,0,0,L2_DWELL_SUPPRESSED
1772010534.6733,43,33,0,0,0,0,44.035,3.490,0,0,L2_DWELL_SUPPRESSED
1772010534.7048,43,33,0,0,0,0,44.067,3.522,0,0,L2_DWELL_SUPPRESSED
1772010534.7420,43,33,0,0,0,0,44.104,3.559,0,0,L2_DWELL_SUPPRESSED
1772010534.7924,43,33,0,0,0,0,44.154,3.609,0,0,L2_DWELL_SUPPRESSED
1772010534.8646,43,33,0,0,0,0,44.226,3.681,0,0,L2_DWELL_SUPPRESSED
1772010534.8833,43,33,0,0,0,0,44.245,3.700,0,0,L2_DWELL_SUPPRESSED
1772010534.9010,43,33,0,0,0,0,44.263,3.718,0,0,L2_DWELL_SUPPRESSED
1772010534.9467,42,28,0,0,0,0,44.309,0.000,0,0,L1_DWELL_SUPPRESSED
1772010534.9889,42,28,0,0,0,0,44.351,0.000,0,0,L1_DWELL_SUPPRESSED
1772010535.0583,42,28,0,0,0,0,44.420,0.000,0,0,L1_DWELL_SUPPRESSED
1772010535.0806,42,28,0,0,0,0,44.442,0.000,0,0,L1_DWELL_SUPPRESSED
1772010535.1071,47,28,0,0,0,0,44.469,0.000,0,0,L1_DWELL_SUPPRESSED
1772010535.1797,47,28,0,0,0,0,44.542,0.000,0,0,L1_DWELL_SUPPRESSED
1772010535.2216,47,28,0,0,0,0,44.583,0.000,0,0,L1_DWELL_SUPPRESSED
1772010535.2418,42,28,0,0,0,0,44.604,0.000,0,0,L1_DWELL_SUPPRESSED
1772010535.2710,47,28,0,0,0,0,44.633,0.000,0,0,L1_DWELL_SUPPRESSED
1772010535.3191,42,28,0,0,0,0,44.681,0.000,0,0,L1_DWELL_SUPPRESSED
1772010535.3373,42,28,0,0,0,0,44.699,0.000,0,0,L1_DWELL_SUPPRESSED
1772010535.4102,42,28,0,0,0,0,44.772,0.000,0,0,L1_DWELL_SUPPRESSED
1772010535.4468,42,28,0,0,0,0,44.809,0.000,0,0,L1_DWELL_SUPPRESSED
1772010535.4697,42,28,0,0,0,0,44.832,0.000,0,0,L1_DWELL_SUPPRESSED
1772010535.5283,42,28,0,0,0,0,44.890,0.000,0,0,L1_DWELL_SUPPRESSED
1772010535.5570,42,28,0,0,0,0,44.919,0.000,0,0,L1_DWELL_SUPPRESSED
1772010535.5994,42,28,0,0,0,0,44.961,0.000,0,0,L1_DWELL_SUPPRESSED
1772010535.6497,42,28,0,0,0,0,45.012,0.000,0,0,L1_DWELL_SUPPRESSED
1772010535.6835,42,28,0,0,0,0,45.045,0.000,0,0,L1_DWELL_SUPPRESSED
1772010535.7169,42,28,0,0,0,0,45.079,0.000,0,0,L1_DWELL_SUPPRESSED
1772010535.7454,42,28,0,0,0,0,45.107,0.000,0,0,L1_DWELL_SUPPRESSED
1772010535.8095,42,28,0,0,0,0,45.171,0.000,0,0,L1_DWELL_SUPPRESSED
1772010535.8306,42,28,0,0,0,0,45.192,0.000,0,0,L1_DWELL_SUPPRESSED
1772010535.8833,42,28,0,0,0,0,45.245,0.000,0,0,L1_DWELL_SUPPRESSED
1772010535.9209,42,28,0,0,0,0,45.283,0.000,0,0,L1_DWELL_SUPPRESSED
1772010535.9649,42,28,0,0,0,0,45.327,0.000,0,0,L1_DWELL_SUPPRESSED
1772010535.9913,42,28,0,0,0,0,45.353,0.000,0,0,L1_DWELL_SUPPRESSED
1772010536.0576,42,28,0,0,0,0,45.419,0.000,0,0,L1_DWELL_SUPPRESSED
1772010536.0851,42,28,0,0,0,0,45.447,0.000,0,0,L1_DWELL_SUPPRESSED
1772010536.1259,42,28,0,0,0,0,45.488,0.000,0,0,L1_DWELL_SUPPRESSED
1772010536.1704,42,28,0,0,0,0,45.532,0.000,0,0,L1_DWELL_SUPPRESSED
1772010536.2024,42,33,0,1,0,0,45.564,0.000,0,0,L1_DWELL_SUPPRESSED
1772010536.2633,42,33,0,1,0,0,45.625,0.061,0,0,L1_DWELL_SUPPRESSED
1772010536.2811,42,33,0,1,0,0,45.643,0.079,0,0,L1_DWELL_SUPPRESSED
1772010536.3021,42,33,0,1,0,0,45.664,0.100,0,0,L1_DWELL_SUPPRESSED
1772010536.3386,42,33,0,1,0,0,45.700,0.136,0,0,L1_DWELL_SUPPRESSED
1772010536.3952,42,33,0,1,0,0,45.757,0.193,0,0,L1_DWELL_SUPPRESSED
1772010536.4315,42,33,0,1,0,0,45.793,0.229,0,0,L1_DWELL_SUPPRESSED
1772010536.4593,42,33,0,1,0,0,45.821,0.257,0,0,L1_DWELL_SUPPRESSED
1772010536.5005,42,33,0,1,0,0,45.862,0.298,0,0,L1_DWELL_SUPPRESSED
1772010536.5531,42,33,0,1,0,0,45.915,0.351,0,0,L1_DWELL_SUPPRESSED
1772010536.5921,42,33,0,1,0,0,45.954,0.390,0,0,L1_DWELL_SUPPRESSED
1772010536.6320,42,33,0,1,0,0,45.994,0.430,0,0,L1_DWELL_SUPPRESSED
1772010536.6541,42,33,0,1,0,0,46.016,0.452,0,0,L1_DWELL_SUPPRESSED
1772010536.7119,42,33,0,1,0,0,46.074,0.510,0,0,L1_DWELL_SUPPRESSED
1772010536.7658,42,33,0,1,0,0,46.128,0.563,0,0,L1_DWELL_SUPPRESSED
1772010536.8146,42,33,0,1,0,0,46.176,0.612,0,0,L1_DWELL_SUPPRESSED
1772010536.8484,42,33,0,1,0,0,46.210,0.646,0,0,L1_DWELL_SUPPRESSED
1772010536.8801,42,33,0,1,0,0,46.242,0.678,0,0,L1_DWELL_SUPPRESSED
1772010536.9089,42,33,0,1,0,0,46.271,0.707,0,0,L1_DWELL_SUPPRESSED
1772010536.9517,45,33,0,1,0,0,46.314,0.749,0,0,L1_DWELL_SUPPRESSED
1772010536.9842,45,33,0,1,0,0,46.346,0.782,0,0,L1_DWELL_SUPPRESSED
1772010537.0295,45,33,0,1,0,0,46.391,0.827,0,0,L1_DWELL_SUPPRESSED
1772010537.0718,45,33,0,1,0,0,46.434,0.869,0,0,L1_DWELL_SUPPRESSED
1772010537.1254,45,33,0,1,0,0,46.487,0.923,0,0,L1_DWELL_SUPPRESSED
1772010537.1713,45,33,0,1,0,0,46.533,0.969,0,0,L1_DWELL_SUPPRESSED
1772010537.2213,45,33,0,1,0,0,46.583,1.019,0,0,L1_DWELL_SUPPRESSED
1772010537.2450,45,33,0,1,0,0,46.607,1.043,0,0,L1_DWELL_SUPPRESSED
1772010537.2644,45,33,0,1,0,0,46.626,1.062,0,0,L1_DWELL_SUPPRESSED
1772010537.3060,45,33,0,1,0,0,46.668,1.104,0,0,L1_DWELL_SUPPRESSED
1772010537.3613,45,33,0,1,0,0,46.723,1.159,0,0,L1_DWELL_SUPPRESSED
1772010537.4112,45,33,0,1,0,0,46.773,1.209,0,0,L1_DWELL_SUPPRESSED
1772010537.4752,45,33,0,1,0,0,46.837,1.273,0,0,L1_DWELL_SUPPRESSED
1772010537.4938,45,33,0,1,0,0,46.856,1.291,0,0,L1_DWELL_SUPPRESSED
1772010537.5224,45,33,0,1,0,0,46.884,1.320,0,0,L1_DWELL_SUPPRESSED
1772010537.5528,45,33,0,1,0,0,46.915,1.350,0,0,L1_DWELL_SUPPRESSED
1772010537.5906,45,33,0,1,0,0,46.952,1.388,0,0,L1_DWELL_SUPPRESSED
1772010537.6397,45,33,0,1,0,0,47.002,1.437,0,0,L1_DWELL_SUPPRESSED
1772010537.6848,45,33,0,1,0,0,47.047,1.482,0,0,L1_DWELL_SUPPRESSED
1772010537.7129,45,33,0,1,0,0,47.075,1.511,0,0,L1_DWELL_SUPPRESSED
1772010537.7532,45,33,0,1,0,0,47.115,1.551,0,0,L1_DWELL_SUPPRESSED
1772010537.7818,45,33,0,1,0,0,47.144,1.579,0,0,L1_DWELL_SUPPRESSED
1772010537.8217,45,33,0,1,0,0,47.184,1.619,0,0,L1_DWELL_SUPPRESSED
1772010537.8670,45,33,0,1,0,0,47.229,1.665,0,0,L1_DWELL_SUPPRESSED
1772010537.9022,45,33,0,1,0,0,47.264,1.700,0,0,L1_DWELL_SUPPRESSED
1772010537.9441,45,33,0,1,0,0,47.306,1.742,0,0,L1_DWELL_SUPPRESSED
1772010537.9863,45,33,0,1,0,0,47.348,1.784,0,0,L1_DWELL_SUPPRESSED
1772010538.0493,45,33,0,1,0,0,47.411,1.847,0,0,L1_DWELL_SUPPRESSED
1772010538.0828,45,33,0,1,0,0,47.445,1.880,0,0,L1_DWELL_SUPPRESSED
1772010538.1095,45,33,0,1,0,0,47.471,1.907,0,0,L1_DWELL_SUPPRESSED
1772010538.1519,45,33,0,1,0,0,47.514,1.950,0,0,L1_DWELL_SUPPRESSED
1772010538.1794,45,33,0,1,0,0,47.541,1.977,0,0,L1_DWELL_SUPPRESSED
1772010538.2398,45,33,0,0,0,0,47.602,2.037,0,0,L2_DWELL_SUPPRESSED
1772010538.2842,45,33,0,0,0,0,47.646,2.082,0,0,L2_DWELL_SUPPRESSED
1772010538.3237,45,33,0,0,0,0,47.686,2.121,0,0,L2_DWELL_SUPPRESSED
1772010538.3516,45,33,0,0,0,0,47.713,2.149,0,0,L2_DWELL_SUPPRESSED
1772010538.4028,45,33,0,0,0,0,47.765,2.200,0,0,L2_DWELL_SUPPRESSED
1772010538.4456,45,33,0,0,0,0,47.807,2.243,0,0,L2_DWELL_SUPPRESSED
1772010538.4869,45,33,0,0,0,0,47.849,2.284,0,0,L2_DWELL_SUPPRESSED
1772010538.5344,45,33,0,0,0,0,47.896,2.332,0,0,L2_DWELL_SUPPRESSED
1772010538.5623,45,33,0,0,0,0,47.924,2.360,0,0,L2_DWELL_SUPPRESSED
1772010538.5805,45,33,0,0,0,0,47.942,2.378,0,0,L2_DWELL_SUPPRESSED
1772010538.6330,45,33,0,0,0,0,47.995,2.431,0,0,L2_DWELL_SUPPRESSED
1772010538.6940,45,33,0,0,0,0,48.056,2.492,0,0,L2_DWELL_SUPPRESSED
1772010538.7393,45,33,0,0,0,0,48.101,2.537,0,0,L2_DWELL_SUPPRESSED
1772010538.7639,45,33,0,0,0,0,48.126,2.561,0,0,L2_DWELL_SUPPRESSED
1772010538.7981,45,33,0,0,0,0,48.160,2.596,0,0,L2_DWELL_SUPPRESSED
1772010538.8624,45,33,0,0,0,0,48.224,2.660,0,0,L2_DWELL_SUPPRESSED
1772010538.9087,45,33,0,0,0,0,48.270,2.706,0,0,L2_DWELL_SUPPRESSED
1772010538.9375,45,33,0,0,0,0,48.299,2.735,0,0,L2_DWELL_SUPPRESSED
1772010538.9836,38,34,0,0,0,0,48.345,2.781,0,0,L2_DWELL_SUPPRESSED
1772010539.0090,46,36,0,0,0,0,48.371,2.807,0,0,L2_DWELL_SUPPRESSED
1772010539.0448,46,36,0,0,0,0,48.407,2.842,0,0,L2_DWELL_SUPPRESSED
1772010539.0642,46,36,0,0,0,0,48.426,2.862,0,0,L2_DWELL_SUPPRESSED
1772010539.1188,42,36,0,0,0,0,48.481,2.916,0,0,L2_DWELL_SUPPRESSED
1772010539.1740,42,36,0,0,0,0,48.536,2.972,0,0,L2_DWELL_SUPPRESSED
1772010539.2046,42,36,0,0,0,0,48.566,3.002,0,0,L2_DWELL_SUPPRESSED
1772010539.2589,42,36,0,0,0,0,48.621,3.057,0,0,L2_DWELL_SUPPRESSED
1772010539.2841,42,36,0,0,0,0,48.646,3.082,0,0,L2_DWELL_SUPPRESSED
1772010539.3114,42,36,0,0,0,0,48.673,3.109,0,0,L2_DWELL_SUPPRESSED
1772010539.3667,42,36,0,0,0,0,48.729,3.164,0,0,L2_DWELL_SUPPRESSED
1772010539.3944,42,36,0,0,0,0,48.756,3.192,0,0,L2_DWELL_SUPPRESSED
1772010539.4285,42,36,0,0,0,0,48.790,3.226,0,0,L2_DWELL_SUPPRESSED
1772010539.4897,42,36,0,0,0,0,48.852,3.287,0,0,L2_DWELL_SUPPRESSED
1772010539.5236,42,36,0,0,0,0,48.885,3.321,0,0,L2_DWELL_SUPPRESSED
1772010539.5716,42,36,0,0,0,0,48.933,3.369,0,0,L2_DWELL_SUPPRESSED
1772010539.6221,42,36,0,0,0,0,48.984,3.420,0,0,L2_DWELL_SUPPRESSED
1772010539.6494,42,36,0,0,0,0,49.011,3.447,0,0,L2_DWELL_SUPPRESSED
1772010539.6899,42,36,0,0,0,0,49.052,3.488,0,0,L2_DWELL_SUPPRESSED
1772010539.7106,38,36,0,0,0,0,49.072,3.508,0,0,L2_DWELL_SUPPRESSED
1772010539.7655,38,36,0,0,0,0,49.127,3.563,0,0,L2_DWELL_SUPPRESSED
1772010539.7896,42,36,0,0,0,0,49.151,3.587,0,0,L2_DWELL_SUPPRESSED
1772010539.8333,42,36,0,0,0,0,49.195,3.631,0,0,L2_DWELL_SUPPRESSED
1772010539.8767,42,36,0,0,0,0,49.239,3.674,0,0,L2_DWELL_SUPPRESSED
1772010539.9264,42,36,0,0,0,0,49.288,3.724,0,0,L2_DWELL_SUPPRESSED
1772010539.9649,42,36,0,0,0,0,49.327,3.762,0,0,L2_DWELL_SUPPRESSED
1772010539.9947,42,36,0,0,0,0,49.357,3.792,0,0,L2_DWELL_SUPPRESSED
1772010540.0454,42,36,0,0,0,0,49.407,3.843,0,0,L2_DWELL_SUPPRESSED
1772010540.0802,42,36,0,0,0,0,49.442,3.878,0,0,L2_DWELL_SUPPRESSED
1772010540.1074,42,36,0,0,0,0,49.469,3.905,0,0,L2_DWELL_SUPPRESSED
1772010540.1791,42,36,0,0,0,0,49.541,3.977,0,0,L2_DWELL_SUPPRESSED
1772010540.2296,47,36,0,0,0,0,49.591,4.027,0,0,L2_DWELL_SUPPRESSED
1772010540.2646,47,36,0,0,0,0,49.626,4.062,0,0,L2_DWELL_SUPPRESSED
1772010540.2839,47,36,0,0,0,0,49.646,4.081,0,0,L2_DWELL_SUPPRESSED
1772010540.3100,47,36,0,0,0,0,49.672,4.108,0,0,L2_DWELL_SUPPRESSED
1772010540.3475,47,36,0,0,0,0,49.709,4.145,0,0,L2_DWELL_SUPPRESSED
1772010540.4329,47,36,0,0,0,0,49.795,4.231,0,0,L2_DWELL_SUPPRESSED
1772010540.4507,47,36,0,0,0,0,49.813,4.248,0,0,L2_DWELL_SUPPRESSED
1772010540.4926,47,36,0,0,0,0,49.854,4.290,0,0,L2_DWELL_SUPPRESSED
1772010540.5384,47,36,0,0,0,0,49.900,4.336,0,0,L2_DWELL_SUPPRESSED
1772010540.5625,45,36,0,0,0,0,49.924,4.360,0,0,L2_DWELL_SUPPRESSED
1772010540.5994,41,36,0,0,0,0,49.961,4.397,0,0,L2_DWELL_SUPPRESSED
1772010540.6271,44,36,0,0,0,0,49.989,4.425,0,0,L2_DWELL_SUPPRESSED
1772010540.6658,44,36,0,0,0,0,50.028,4.463,0,0,L2_DWELL_SUPPRESSED
1772010540.7188,44,36,0,0,0,0,50.081,4.516,0,0,L2_DWELL_SUPPRESSED
1772010540.7751,44,36,0,0,0,0,50.137,4.573,0,0,L2_DWELL_SUPPRESSED
1772010540.8286,44,36,0,0,0,0,50.190,4.626,0,0,L2_DWELL_SUPPRESSED
1772010540.8579,44,36,0,0,0,0,50.220,4.655,0,0,L2_DWELL_SUPPRESSED
1772010540.8932,44,36,0,0,0,0,50.255,4.691,0,0,L2_DWELL_SUPPRESSED
1772010540.9347,44,36,0,0,0,0,50.297,4.732,0,0,L2_DWELL_SUPPRESSED
1772010540.9650,41,34,0,0,0,0,50.327,4.763,0,0,L2_DWELL_SUPPRESSED
1772010541.0243,41,35,0,0,0,0,50.386,4.822,0,0,L2_DWELL_SUPPRESSED
1772010541.0522,41,35,0,0,0,0,50.414,4.850,0,0,L2_DWELL_SUPPRESSED
1772010541.0985,41,35,0,0,0,0,50.460,4.896,0,0,L2_DWELL_SUPPRESSED
1772010541.1277,41,35,0,0,0,0,50.490,4.925,0,0,L2_DWELL_SUPPRESSED
1772010541.1844,48,35,0,0,0,0,50.546,4.982,0,0,L2_DWELL_SUPPRESSED
1772010541.2322,48,35,0,0,0,0,50.594,5.030,0,0,L2_DWELL_SUPPRESSED
1772010541.2596,48,35,0,0,0,0,50.621,5.057,0,0,L2_DWELL_SUPPRESSED
1772010541.3073,48,35,0,0,0,0,50.669,5.105,0,0,L2_DWELL_SUPPRESSED
1772010541.3441,48,35,0,0,0,0,50.706,5.142,0,0,L2_DWELL_SUPPRESSED
1772010541.3662,48,35,0,0,0,0,50.728,5.164,0,0,L2_DWELL_SUPPRESSED
1772010541.4401,48,35,0,0,0,0,50.802,5.238,0,0,L2_DWELL_SUPPRESSED
1772010541.4706,48,35,0,0,0,0,50.832,5.268,0,0,L2_DWELL_SUPPRESSED
1772010541.5128,48,35,0,0,0,0,50.875,5.310,0,0,L2_DWELL_SUPPRESSED
1772010541.5448,48,35,0,0,0,0,50.907,5.342,0,0,L2_DWELL_SUPPRESSED
1772010541.5764,48,35,0,0,0,0,50.938,5.374,0,0,L2_DWELL_SUPPRESSED
1772010541.6429,48,35,0,0,0,0,51.005,5.441,0,0,L2_DWELL_SUPPRESSED
1772010541.6809,48,35,0,0,0,0,51.043,5.479,0,0,L2_DWELL_SUPPRESSED
1772010541.7088,48,35,0,0,0,0,51.071,5.506,0,0,L2_DWELL_SUPPRESSED
1772010541.7378,48,35,0,0,0,0,51.100,5.535,0,0,L2_DWELL_SUPPRESSED
1772010541.7660,48,35,0,0,0,0,51.128,5.564,0,0,L2_DWELL_SUPPRESSED
1772010541.8293,48,35,0,0,0,0,51.191,5.627,0,0,L2_DWELL_SUPPRESSED
1772010541.8570,48,35,0,0,0,0,51.219,5.655,0,0,L2_DWELL_SUPPRESSED
1772010541.8897,48,35,0,0,0,0,51.252,5.687,0,0,L2_DWELL_SUPPRESSED
1772010541.9136,48,35,0,0,0,0,51.275,5.711,0,0,L2_DWELL_SUPPRESSED
1772010541.9435,49,35,0,0,0,0,51.305,5.741,0,0,L2_DWELL_SUPPRESSED
1772010542.0063,49,35,0,0,0,0,51.368,5.804,0,0,L2_DWELL_SUPPRESSED
1772010542.0521,49,35,0,0,0,0,51.414,5.850,0,0,L2_DWELL_SUPPRESSED
1772010542.1034,49,35,0,0,0,0,51.465,5.901,0,0,L2_DWELL_SUPPRESSED
1772010542.1268,49,35,0,0,0,0,51.489,5.924,0,0,L2_DWELL_SUPPRESSED
1772010542.1674,49,35,0,0,0,0,51.529,5.965,0,0,L2_DWELL_SUPPRESSED
1772010542.1903,49,35,0,0,0,0,51.552,5.988,0,0,L2_DWELL_SUPPRESSED
1772010542.2364,49,35,0,0,0,0,51.598,6.034,0,0,L2_DWELL_SUPPRESSED
1772010542.2802,49,35,0,0,0,0,51.642,6.078,0,0,L2_DWELL_SUPPRESSED
1772010542.3041,49,35,0,0,0,0,51.666,6.102,0,0,L2_DWELL_SUPPRESSED
1772010542.3652,49,35,0,0,0,0,51.727,6.163,0,0,L2_DWELL_SUPPRESSED
1772010542.3925,49,35,0,0,0,0,51.754,6.190,0,0,L2_DWELL_SUPPRESSED
1772010542.4325,49,35,0,0,0,0,51.794,6.230,0,0,L2_DWELL_SUPPRESSED
1772010542.4749,49,35,0,0,0,0,51.837,6.272,0,0,L2_DWELL_SUPPRESSED
1772010542.5074,49,35,0,0,0,0,51.869,6.305,0,0,L2_DWELL_SUPPRESSED
1772010542.5487,47,35,0,0,0,0,51.911,6.346,0,0,L2_DWELL_SUPPRESSED
1772010542.5859,47,35,0,0,0,0,51.948,6.383,0,0,L2_DWELL_SUPPRESSED
1772010542.6319,47,35,0,0,0,0,51.994,6.429,0,0,L2_DWELL_SUPPRESSED
1772010542.6965,47,35,0,0,0,0,52.058,6.494,0,0,L2_DWELL_SUPPRESSED
1772010542.7486,47,35,0,0,0,0,52.110,6.546,0,0,L2_DWELL_SUPPRESSED
1772010542.7876,47,35,0,0,0,0,52.149,6.585,0,0,L2_DWELL_SUPPRESSED
1772010542.8229,47,35,0,0,0,0,52.185,6.621,0,0,L2_DWELL_SUPPRESSED
1772010542.8735,47,35,0,0,0,0,52.235,6.671,0,0,L2_DWELL_SUPPRESSED
1772010542.8945,47,35,0,0,0,0,52.256,6.692,0,0,L2_DWELL_SUPPRESSED
1772010542.9256,47,35,0,0,0,0,52.287,6.723,0,0,L2_DWELL_SUPPRESSED
1772010542.9483,43,33,0,0,0,0,52.310,6.746,0,0,L2_DWELL_SUPPRESSED
1772010543.0062,45,33,0,0,0,0,52.368,6.804,0,0,L2_DWELL_SUPPRESSED
1772010543.0625,43,33,0,0,0,0,52.424,6.860,0,0,L2_DWELL_SUPPRESSED
1772010543.0915,43,33,0,0,0,0,52.453,6.889,0,0,L2_DWELL_SUPPRESSED
1772010543.1210,43,33,0,0,0,0,52.483,6.919,0,0,L2_DWELL_SUPPRESSED
1772010543.1754,43,33,0,0,0,0,52.537,6.973,0,0,L2_DWELL_SUPPRESSED
1772010543.1943,43,33,0,0,0,0,52.556,6.992,0,0,L2_DWELL_SUPPRESSED
1772010543.2616,43,33,0,0,0,0,52.623,7.059,0,0,L2_DWELL_SUPPRESSED
1772010543.2824,43,33,0,0,0,0,52.644,7.080,0,0,L2_DWELL_SUPPRESSED
1772010543.3248,43,33,0,0,0,0,52.687,7.122,0,0,L2_DWELL_SUPPRESSED
1772010543.3481,43,33,0,0,0,0,52.710,7.146,0,0,L2_DWELL_SUPPRESSED
1772010543.4402,43,33,0,0,0,0,52.802,7.238,0,0,L2_DWELL_SUPPRESSED
1772010543.5061,43,33,0,0,0,0,52.868,7.304,0,0,L2_DWELL_SUPPRESSED
1772010543.5472,43,33,0,0,0,0,52.909,7.345,0,0,L2_DWELL_SUPPRESSED
1772010543.5684,43,33,0,0,0,0,52.930,7.366,0,0,L2_DWELL_SUPPRESSED
1772010543.5866,43,33,0,0,0,0,52.948,7.384,0,0,L2_DWELL_SUPPRESSED
1772010543.6126,43,33,0,0,0,0,52.974,7.410,0,0,L2_DWELL_SUPPRESSED
1772010543.6421,43,33,0,0,0,0,53.004,7.440,0,0,L2_DWELL_SUPPRESSED
1772010543.6942,43,33,0,0,0,0,53.056,7.492,0,0,L2_DWELL_SUPPRESSED
1772010543.7216,43,33,0,0,0,0,53.083,7.519,0,0,L2_DWELL_SUPPRESSED
1772010543.7520,43,33,0,0,0,0,53.114,7.550,0,0,L2_DWELL_SUPPRESSED
1772010543.7959,40,33,0,0,0,0,53.158,7.594,0,0,L2_DWELL_SUPPRESSED
1772010543.8608,43,33,0,0,0,0,53.223,7.658,0,0,L2_DWELL_SUPPRESSED
1772010543.8833,40,33,0,0,0,0,53.245,7.681,0,0,L2_DWELL_SUPPRESSED
1772010543.9265,43,33,0,0,0,0,53.288,7.724,0,0,L2_DWELL_SUPPRESSED
1772010543.9511,40,33,0,0,0,0,53.313,7.749,0,0,L2_DWELL_SUPPRESSED
1772010544.0106,43,33,0,0,0,0,53.372,7.808,0,0,L2_DWELL_SUPPRESSED
1772010544.0332,43,33,0,0,0,0,53.395,7.831,0,0,L2_DWELL_SUPPRESSED
1772010544.1074,43,33,0,0,0,0,53.469,7.905,0,0,L2_DWELL_SUPPRESSED
1772010544.1283,43,33,0,0,0,0,53.490,7.926,0,0,L2_DWELL_SUPPRESSED
1772010544.1757,43,33,0,0,0,0,53.538,7.973,0,0,L2_DWELL_SUPPRESSED
1772010544.2106,43,33,0,0,0,0,53.572,8.008,0,0,L2_DWELL_SUPPRESSED
